bad_verdicts_list,dt,publication_title_name,topics_verdicts_list,shows,ent,persons,organizations,locations,country
[],2025-10-10T10:05:30Z,Бывший помощник Романа Ротенберга нашел новую работу в КХЛ,['Спорт'],97173,"{'persons': ['Роман Ротенберг'], 'organizations': ['КХЛ'], 'locations': []}",['Роман Ротенберг'],['КХЛ'],[],[]
['Политика'],2025-09-04T13:15:00Z,Пенсии повысили еще раз с 1 сентября – прибавка превысит 10 000 рублей,[],99738,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-29T00:05:41Z,Российский посол предупредила о планах НАТО построить базу в Болгарии,['Политика'],94541,"{'persons': [], 'organizations': ['НАТО'], 'locations': ['болгария']}",[],['НАТО'],['болгария'],['BGR']
"['Желтуха', 'Политика']",2025-10-02T13:22:00Z,Евгений Коган: Рубль обманутых ожиданий,"['Экономика', 'Политика']",54450,"{'persons': ['Евгений Коган'], 'organizations': [], 'locations': []}",['Евгений Коган'],[],[],[]
['Политика'],2025-09-04T17:41:46Z,"Боец UFC Конор Макгрегор заявил, что будет баллотироваться в президенты Ирландии",['Политика'],25004,"{'persons': ['Конор Макгрегор'], 'organizations': ['UFC'], 'locations': ['ирландия']}",['Конор Макгрегор'],['UFC'],['ирландия'],['IRL']
[],2025-09-18T16:53:38.801000Z,В городе Торжок Тверской области прошел масштабный субботник,[],13729,"{'persons': [], 'organizations': [], 'locations': ['торжок', 'тверская область']}",[],[],"['торжок', 'тверская область']",[]
[],2025-09-14T21:16:59Z,Очередь перед Крымским мостом ликвидировали,[],93506,"{'persons': [], 'organizations': [], 'locations': ['крымский мост']}",[],[],['крымский мост'],[]
"['Трагическое', 'Желтуха', 'Конфликт']",2025-09-17T05:55:18Z,Разгром под Харьковом: Украинская бригада осталась без последнего боеспособного батальона,['Политический конфликт'],67932,"{'persons': [], 'organizations': [], 'locations': ['харьков']}",[],[],['харьков'],[]
['Желтуха'],2025-09-17T05:46:37Z,"Группа «Мумий Тролль», чей лидер осудил СВО, придумала способ зарабатывать в РФ",[],44534,"{'persons': [], 'organizations': ['СВО', 'Мумий Тролль'], 'locations': ['рф']}",[],"['СВО', 'Мумий Тролль']",['рф'],['RUS']
[],2025-10-21T08:29:46Z,Компания «Электрорешения» представила систему EKF Connect Industry на выставке «НЕВА-2025»,['Гаджеты и IT'],62290,"{'persons': [], 'organizations': ['Электрорешения', 'НЕВА-2025'], 'locations': []}",[],"['Электрорешения', 'НЕВА-2025']",[],[]
[],2025-09-14T09:38:33Z,Время вакцинации. Простая прививка может защитить человека от гриппа,[],19841,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-28T08:03:00Z,В Москве на пожаре в приюте для животных погибли 13 собак,[],45392,"{'persons': [], 'organizations': [], 'locations': ['москва']}",[],[],['москва'],[]
['Желтуха'],2025-09-30T23:46:00Z,Осенние листья прошепчут предсказание на зиму. Погодные приметы на 1 октября,[],90934,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-02T11:29:46Z,"Стало известно, о чем будет заявление Трампа 2 сентября",['Политика'],68498,"{'persons': ['Трамп'], 'organizations': [], 'locations': []}",['Трамп'],[],[],[]
[],2025-09-05T14:23:18Z,В уральском атомном городе выпустили в пруд мальков сазана и белого амура,[],3835,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-05T14:21:31Z,ВОЗ отменила режим чрезвычайной ситуации по оспе обезьян,[],87835,"{'persons': [], 'organizations': ['ВОЗ'], 'locations': []}",[],['ВОЗ'],[],[]
[],2025-09-05T14:15:43Z,Жителей Тюменской области предупредили о падении фрагментов космической ракеты,[],94507,"{'persons': [], 'organizations': [], 'locations': ['тюменская область']}",[],[],['тюменская область'],[]
['Политика'],2025-09-15T09:06:16Z,Бутман назвал отмену концертов Мацуева и Гергиева большим ударом по Европе,[],77496,"{'persons': ['Мацуев', 'Гергиев', 'Бутман'], 'organizations': [], 'locations': ['европа']}","['Мацуев', 'Гергиев', 'Бутман']",[],['европа'],[]
[],2025-09-23T03:19:00Z,Новорожденную девочку из Башкирии назвали в честь озера,[],75499,"{'persons': [], 'organizations': [], 'locations': ['башкирия']}",[],[],['башкирия'],[]
"['Желтуха', 'Политика']",2025-09-23T03:24:10Z,В молдавской оппозиции прокомментировали суд над Гуцул,['Политика'],38243,"{'persons': ['Гуцул'], 'organizations': [], 'locations': []}",['Гуцул'],[],[],[]
['Мигранты'],2025-09-23T03:21:28Z,"Музыкант Бурдин заявил, что потерпевший мог сам наткнуться на нож",[],13988,"{'persons': ['Бурдин'], 'organizations': [], 'locations': []}",['Бурдин'],[],[],[]
[],2025-09-28T18:45:00Z,«Спартак» не оставил шансов «Пари НН» и уверенно подходит к дерби с ЦСКА. Жедсон — в огне,['Спорт'],1662,"{'persons': [], 'organizations': ['Пари НН', 'ЦСКА', 'Спартак'], 'locations': []}",[],"['Пари НН', 'ЦСКА', 'Спартак']",[],[]
['Желтуха'],2025-09-29T11:05:27Z,Волжанин зарезал жену-пенсионерку кухонным ножом и добил разделочной доской,[],75703,"{'persons': ['Волжанин'], 'organizations': [], 'locations': []}",['Волжанин'],[],[],[]
[],2025-09-29T11:00:10Z,В Волжском пройдет юбилейный фестиваль казачьей культуры и быта,[],46875,"{'persons': [], 'organizations': [], 'locations': ['волжском']}",[],[],['волжском'],[]
[],2025-09-18T04:23:09Z,Hypershell представила экзоскелет X Ultra за $1999 — минус 40% нагрузки на сердце,[],84988,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-09-04T08:45:30.923000Z,"Мерц заявил, что Путин «военный преступник»: Наказание для Германии готовится или Россия снова все стерпит?",['Политика'],41476,"{'persons': ['Путин'], 'organizations': [], 'locations': ['германия', 'россия']}",['Путин'],[],"['германия', 'россия']","['DEU', 'RUS']"
[],2025-09-23T06:16:16Z,"На Камчатке живодеру, выбросившему собаку, грозит до трех лет",[],8951,"{'persons': [], 'organizations': [], 'locations': ['камчатка']}",[],[],['камчатка'],[]
[],2025-09-29T05:29:52Z,Шалимов в шаге от увольнения из «Факела»,['Спорт'],53787,"{'persons': ['Шалимов'], 'organizations': ['Факел'], 'locations': []}",['Шалимов'],['Факел'],[],[]
"['Желтуха', 'Политика']",2025-10-02T03:00:41.607000Z,Франция захватила российский танкер — а Россия вновь промолчит: «умеренность» Кремля превращается в приглашение к новым провокациям,['Политика'],29191,"{'persons': [], 'organizations': [], 'locations': ['кремль', 'россия', 'франция']}",[],[],"['кремль', 'россия', 'франция']","['FRA', 'RUS']"
[],2025-09-08T13:15:45Z,В Орле откроется выставка работ фотокорреспондента МИЦ «Известия»,['Искусство'],88847,"{'persons': [], 'organizations': ['МИЦ «Известия»'], 'locations': ['орел']}",[],['МИЦ «Известия»'],['орел'],[]
[],2025-09-25T08:22:00Z,Госдума приняла закон против автоматических списаний за онлайн-подписки,['Гаджеты и IT'],52541,"{'persons': [], 'organizations': ['Госдума'], 'locations': []}",[],['Госдума'],[],[]
"['Желтуха', 'Мигранты']",2025-10-23T16:20:50Z,Мигрант домогался 14-летней школьницы на глазах у всех прямо в метро Петербурга,[],35935,"{'persons': [], 'organizations': [], 'locations': ['петербург']}",[],[],['петербург'],[]
[],2025-10-17T04:51:00Z,"Стало известно, чем погода на выходных удивит жителей Башкирии",[],96814,"{'persons': [], 'organizations': [], 'locations': ['башкирия']}",[],[],['башкирия'],[]
[],2025-10-31T19:06:47Z,"СКА проиграл «Локомотиву», потерпев 12 поражение в текущем сезоне КХЛ",['Спорт'],2754,"{'persons': [], 'organizations': ['СКА', 'КХЛ', 'Локомотив'], 'locations': []}",[],"['СКА', 'КХЛ', 'Локомотив']",[],[]
[],2025-10-26T05:55:48Z,В институте им. А.С. Пушкина рассказали о написании слова «вы» с большой буквы,[],37933,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-03T10:17:14Z,Врач указала на вероятные проблемы с сосудами при ритмичной пульсации в ушах,[],2504,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-06T14:31:11Z,Лариса Долина удостоена Ордена «За заслуги перед Отечеством» IV степени,[],53563,"{'persons': ['Лариса Долина'], 'organizations': [], 'locations': []}",['Лариса Долина'],[],[],[]
[],2025-09-03T10:45:36Z,"В Росгвардии рассказали, как дружба с соседями защитит имущество от воров",[],31342,"{'persons': [], 'organizations': ['Росгвардии'], 'locations': []}",[],['Росгвардии'],[],[]
[],2025-09-17T18:10:17Z,В поселке Лиховском в Ростовской области ввели режим ЧС,[],92194,"{'persons': [], 'organizations': [], 'locations': ['лиховском', 'ростовская область']}",[],[],"['лиховском', 'ростовская область']",[]
"['Трагическое', 'Конфликт']",2025-09-17T18:09:51Z,ТАСС: ВСУ применяют дроны на оптоволокне с тремя зарядами,['Политический конфликт'],62896,"{'persons': [], 'organizations': ['ВСУ', 'ТАСС'], 'locations': []}",[],"['ВСУ', 'ТАСС']",[],[]
['Политика'],2025-09-19T14:30:31Z,"Россия выступает за прекращение огня в секторе Газа, заявил МИД",['Политика'],21952,"{'persons': [], 'organizations': ['МИД'], 'locations': ['россия', 'газа']}",[],['МИД'],"['россия', 'газа']",['RUS']
['Политика'],2025-09-19T14:29:54Z,"Новые санкции ЕС не повлияют на экспорт нефти из России, считает эксперт","['Экономика', 'Политика']",16070,"{'persons': [], 'organizations': [], 'locations': ['ес', 'россия']}",[],[],"['ес', 'россия']",['RUS']
['Политика'],2025-09-19T14:27:19Z,Иран отозвал резолюцию МАГАТЭ о запрете атак на ядерные объекты,['Политика'],21827,"{'persons': [], 'organizations': ['МАГАТЭ'], 'locations': ['иран']}",[],['МАГАТЭ'],['иран'],['IRN']
['Трагическое'],2025-09-20T06:43:47Z,"В Тульской области за сутки потушили три пожара, есть погибшая",[],57863,"{'persons': [], 'organizations': [], 'locations': ['тульская область']}",[],[],['тульская область'],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-10-22T09:50:06Z,"Серьезный удар по экономике: названы сроки, необходимые для дестабилизации ВПК Украины",['Политический конфликт'],59829,"{'persons': [], 'organizations': ['ВПК'], 'locations': ['украина']}",[],['ВПК'],['украина'],['UKR']
[],2025-09-27T13:46:57Z,Первый снег выпал в Свердловской области,[],91673,"{'persons': [], 'organizations': [], 'locations': ['свердловская область']}",[],[],['свердловская область'],[]
[],2025-09-23T15:09:03Z,10 километров дороги до села Оймякон досрочно отремонтировали в Якутии,[],81004,"{'persons': [], 'organizations': [], 'locations': ['якутия', 'оймякон']}",[],[],"['якутия', 'оймякон']",[]
[],2025-10-23T15:17:34Z,Управляющая компания обвинила вандалов в потопе в новой высотке в Бердске,[],22766,"{'persons': [], 'organizations': [], 'locations': ['бердск']}",[],[],['бердск'],[]
['Политика'],2025-10-27T15:00:00Z,Путин принял в Кремле министра иностранных дел КНДР,['Политика'],6604,"{'persons': [], 'organizations': [], 'locations': ['кремль', 'кндр']}",[],[],"['кремль', 'кндр']",['PRK']
[],2025-09-02T14:39:00Z,КХЛ изменила правила для легионеров: российское гражданство исключит такой статус,['Спорт'],50254,"{'persons': [], 'organizations': ['КХЛ'], 'locations': []}",[],['КХЛ'],[],[]
['Трагическое'],2025-09-03T04:07:33Z,Ушла из жизни грузинская певица Манана Менабде,[],12503,"{'persons': ['Манана Менабде'], 'organizations': [], 'locations': []}",['Манана Менабде'],[],[],[]
[],2025-10-29T10:48:54Z,Прямые рейсы в Японию: как туристический рынок воспримет нововведения,[],88527,"{'persons': [], 'organizations': [], 'locations': ['япония']}",[],[],['япония'],['JPN']
['Политика'],2025-10-29T10:45:43Z,Не ждите списания — оспаривайте ошибки сразу: эксперт о новых правилах при взыскании налогов,[],38633,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-19T08:01:00Z,"Орбан заявил, что признает «Антифа» террористами по примеру США",['Политика'],44232,"{'persons': ['Орбан'], 'organizations': ['Антиф'], 'locations': ['сша']}",['Орбан'],['Антиф'],['сша'],['USA']
[],2025-09-12T07:05:00Z,Бразильский полузащитник Кармо перешел в ЦСКА,['Спорт'],9313,"{'persons': ['Кармо'], 'organizations': ['ЦСКА'], 'locations': []}",['Кармо'],['ЦСКА'],[],[]
['Политика'],2025-10-14T23:32:00Z,Трамп заявил об уходе стран из БРИКС из-за американских пошлин,['Политика'],75883,"{'persons': [], 'organizations': ['БРИКС'], 'locations': []}",[],['БРИКС'],[],[]
['Трагическое'],2025-10-14T20:42:00Z,“Хамас” передал Красному Кресту тела еще четырех израильских заложников,[],70028,"{'persons': [], 'organizations': ['Красный Крест', 'Хамас'], 'locations': []}",[],"['Красный Крест', 'Хамас']",[],[]
[],2025-10-03T13:18:53.645000Z,Китай вошел в мировые лидеры по числу компаний в сфере искусственного интеллекта,['Гаджеты и IT'],57700,"{'persons': [], 'organizations': [], 'locations': ['китай']}",[],[],['китай'],['CHN']
['Желтуха'],2025-11-01T17:34:00Z,Поезд снес на путях фуру с грушами в Нидерландах: эффектные кадры аварии,[],71792,"{'persons': [], 'organizations': [], 'locations': ['нидерландах']}",[],[],['нидерландах'],[]
[],2025-09-16T18:05:49Z,Терапевт Сабина Шафикова назвала последствия употребления огурцов,[],86761,"{'persons': ['Сабина Шафикова'], 'organizations': [], 'locations': []}",['Сабина Шафикова'],[],[],[]
['Мигранты'],2025-09-17T07:46:32Z,"В Московском регионе задержали граффитчиков, испортивших вагоны метро",[],76040,"{'persons': [], 'organizations': [], 'locations': ['московский регион']}",[],[],['московский регион'],[]
"['Трагическое', 'Конфликт']",2025-09-17T07:43:41Z,Эксперт Киселев: ВСУ в Константиновке ДНР создали мощный подземный укрепрайон,['Политический конфликт'],52024,"{'persons': ['Киселев'], 'organizations': ['ВСУ'], 'locations': ['константиновка днр']}",['Киселев'],['ВСУ'],['константиновка днр'],[]
['Конфликт'],2025-09-21T09:25:00Z,В северо-западной части Черного моря уничтожили два катера ВСУ,['Политический конфликт'],28456,"{'persons': [], 'organizations': ['ВСУ'], 'locations': ['черное море']}",[],['ВСУ'],['черное море'],[]
[],2025-09-18T06:52:00Z,Туриста из Иркутска эвакуировали с пика Любви в Бурятии,[],70301,"{'persons': [], 'organizations': [], 'locations': ['иркутск', 'бурятия']}",[],[],"['иркутск', 'бурятия']",[]
[],2025-10-04T01:01:42Z,Российские лизингодатели отметили рост спроса на LCV,['Экономика'],93132,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-10-14T23:13:00Z,Сенат США в восьмой раз отклонил законопроект о финансировании правительства,['Политика'],40113,"{'persons': [], 'organizations': ['Сенат'], 'locations': ['сша']}",[],['Сенат'],['сша'],['USA']
[],2025-09-04T07:32:15Z,Еще в трех районах Татарстана ввели карантин по бешенству,[],97440,"{'persons': [], 'organizations': [], 'locations': ['татарстан']}",[],[],['татарстан'],[]
['Желтуха'],2025-09-04T07:25:50Z,Жительница Рязанской области устроила кровавую резню в Альметьевске,[],21490,"{'persons': [], 'organizations': [], 'locations': ['рязанская область', 'альметьевск']}",[],[],"['рязанская область', 'альметьевск']",[]
[],2025-10-07T02:30:59Z,Эксперты рассказали о росте числа кибератак в третьем квартале,[],72925,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-10-21T18:29:00Z,ЕК не планирует запрещать транзит российского газа в Сербию,['Политика'],50952,"{'persons': [], 'organizations': ['ЕК'], 'locations': ['сербия']}",[],['ЕК'],['сербия'],['SRB']
[],2025-10-21T18:26:45Z,NYT: Amazon планирует использовать роботов вместо 600 тыс. работников,['Гаджеты и IT'],94673,"{'persons': [], 'organizations': ['NYT', 'Amazon'], 'locations': []}",[],"['NYT', 'Amazon']",[],[]
['Желтуха'],2025-10-31T10:25:00Z,"«Воняет на всю квартиру»: Никита Пресняков заявил, что все его соседи в США оказались наркоманами",[],85285,"{'persons': ['Никита Пресняков'], 'organizations': [], 'locations': ['сша']}",['Никита Пресняков'],[],['сша'],['USA']
"['Желтуха', 'Политика', 'Конфликт']",2025-10-20T15:07:00Z,Политолог Блохин: конфликт на Украине решит только давление Трампа на Зеленского,"['Политика', 'Политический конфликт']",58726,"{'persons': ['Блохин', 'Зеленский', 'Трамп'], 'organizations': [], 'locations': ['украина']}","['Блохин', 'Зеленский', 'Трамп']",[],['украина'],['UKR']
[],2025-10-30T04:38:16Z,Река Каменка в Новосибирске позеленела из-за проверки теплосетей,[],48834,"{'persons': [], 'organizations': [], 'locations': ['река каменка', 'новосибирск']}",[],[],"['река каменка', 'новосибирск']",[]
[],2025-09-30T07:26:50Z,Прокуратура США запросила для рэпера Пи Дидди 11 лет тюрьмы и штраф $500 тыс.,[],9071,"{'persons': ['Пи Дидди'], 'organizations': [], 'locations': ['сша']}",['Пи Дидди'],[],['сша'],['USA']
[],2025-09-07T03:00:00Z,Кому умерить амбиции? Почему важно трезво оценивать свои способности,[],48715,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-12T15:07:59Z,"Появилось видео с Mercedes, устроившим массовое ДТП в Санкт-Петербурге",[],93186,"{'persons': [], 'organizations': [], 'locations': ['санкт-петербург']}",[],[],['санкт-петербург'],[]
['Политика'],2025-10-08T02:47:45Z,"Россия введёт безвизовый режим с КНР, Малайзией и Саудовской Аравией",['Политика'],87731,"{'persons': [], 'organizations': [], 'locations': ['малайзия', 'кнр', 'россия', 'саудовская аравия']}",[],[],"['малайзия', 'кнр', 'россия', 'саудовская аравия']","['SAU', 'CHN', 'MYS', 'RUS']"
[],2025-09-17T01:03:01Z,В России стали популярны товары особо опасных преступников из «Черного дельфина»,[],3874,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
[],2025-09-02T11:26:00Z,Юные казаки-кадеты со всей Сибири померятся силами в рубке лозы и военно-исторической викторине в Новосибирской области,[],41712,"{'persons': [], 'organizations': [], 'locations': ['сибирь', 'новосибирская область']}",[],[],"['сибирь', 'новосибирская область']",[]
['Желтуха'],2025-10-09T03:44:12Z,"General Motors ускоряет рост в Китае: Buick и Cadillac бьют рекорды, электромобили выходят на первый план",['Личный транспорт'],19502,"{'persons': [], 'organizations': ['General Motors'], 'locations': ['китай']}",[],['General Motors'],['китай'],['CHN']
"['Желтуха', 'Политика', 'Мигранты']",2025-10-05T19:49:17Z,"Хегсет заявил, что заказывает пиццу в Пентагон, чтобы всех запутать",[],18099,"{'persons': [], 'organizations': ['Пентагон'], 'locations': []}",[],['Пентагон'],[],[]
[],2025-09-04T12:45:00Z,Исполком Бугульмы за три минуты нашел поставщика ноутбуков по цене выше официальной,['Гаджеты и IT'],1434,"{'persons': ['Бугульмы'], 'organizations': ['Исполком'], 'locations': []}",['Бугульмы'],['Исполком'],[],[]
[],2025-09-05T10:21:22Z,На Дону возбуждено уголовное дело о крупном хищении в ЮНЦ РАН,[],74379,"{'persons': [], 'organizations': ['ЮНЦ РАН'], 'locations': ['дон']}",[],['ЮНЦ РАН'],['дон'],[]
['Желтуха'],2025-09-07T11:00:17.857000Z,"Папа Римский канонизировал мальчика, эксгумированное тело которого посещают сотни тысяч человек",[],39915,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-10-15T17:50:00Z,Путин: к 2030 году 85% федеральных трасс будут в нормативном состоянии,['Политика'],56000,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-10-07T08:13:28Z,Сотрудники служб «Дети в семье» из регионов России собрались в Нижнем Новгороде,[],51904,"{'persons': [], 'organizations': [], 'locations': ['россия', 'нижний новгород']}",[],[],"['россия', 'нижний новгород']",['RUS']
['Политика'],2025-09-26T06:26:22Z,С рэпера Noize MC* начали взыскивать штраф за дискредитацию ВС России,[],34903,"{'persons': ['Noize MC'], 'organizations': ['ВС'], 'locations': ['россия']}",['Noize MC'],['ВС'],['россия'],['RUS']
[],2025-09-01T12:13:58Z,Сотрудники полиции Адыгеи обеспечили правопорядок в День знаний,[],58549,"{'persons': [], 'organizations': [], 'locations': ['адыгея']}",[],[],['адыгея'],[]
['Желтуха'],2025-10-03T02:45:54Z,"Иск на 17 млн, скандал из-за слов об Арзамасовой: как живет Илья Авербух",[],41040,"{'persons': ['Илья Авербух', 'Арзамасовой'], 'organizations': [], 'locations': []}","['Илья Авербух', 'Арзамасовой']",[],[],[]
"['Трагическое', 'Мигранты']",2025-09-08T07:58:00Z,В Иерусалиме произошел теракт в автобусе,[],66279,"{'persons': [], 'organizations': [], 'locations': ['иерусалим']}",[],[],['иерусалим'],[]
"['Трагическое', 'Желтуха', 'Политика', 'Конфликт']",2025-10-06T19:00:33Z,"Докатились до химоружия, гады! «Просто сжигают всё вокруг»: ВСУ уличили в применении «белого фосфора»: почему мир молчит",['Политический конфликт'],20977,"{'persons': [], 'organizations': ['ВСУ'], 'locations': ['докатились']}",[],['ВСУ'],['докатились'],[]
['Политика'],2025-09-21T12:57:22Z,Министр экономики призвала к «оздоровлению» Германии,"['Экономика', 'Политика']",79216,"{'persons': [], 'organizations': [], 'locations': ['германия']}",[],[],['германия'],['DEU']
['Политика'],2025-09-18T15:56:59Z,Москалькова: Стоимость услуг ЖКХ больше всего тревожит россиян,[],9706,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-03T11:53:00Z,P. Diddy и миллиардер-мошенник создадут ИИ-платформу из тюрьмы,[],3700,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-01T11:21:39Z,В Петербурге предупредили о мошенничествах с дипфейками,[],53692,"{'persons': [], 'organizations': [], 'locations': ['петербург']}",[],[],['петербург'],[]
[],2025-10-10T08:30:31Z,«Озон фармацевтика» завершила размещение акций в рамках допэмиссии,['Экономика'],90496,"{'persons': [], 'organizations': ['Озон фармацевтика»'], 'locations': []}",[],['Озон фармацевтика»'],[],[]
[],2025-10-17T15:07:16Z,В Твери на набережной устанавливают детский замок и игровой корабль,[],16199,"{'persons': [], 'organizations': [], 'locations': ['тверь']}",[],[],['тверь'],[]
[],2025-10-11T15:00:53Z,"После мойки авто отказали тормоза: владелец сервиса объяснил, почему это происходит и как избежать",['Личный транспорт'],18411,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-10-01T11:24:58Z,Воронежский губернатор высоко оценил работу локомотивного депо в Россоши,[],70104,"{'persons': [], 'organizations': [], 'locations': ['россоши']}",[],[],['россоши'],[]
[],2025-10-01T11:17:19Z,ФАС проверит воронежские сети АЗС из-за резкого роста цен на топливо,[],99729,"{'persons': [], 'organizations': ['ФАС'], 'locations': []}",[],['ФАС'],[],[]
"['Желтуха', 'Мигранты']",2025-10-26T10:52:00Z,78.ru: в петербургском метро мужчина ударил школьницу за нецензурные выражения,[],34069,"{'persons': [], 'organizations': ['78.ru'], 'locations': []}",[],['78.ru'],[],[]
[],2025-10-20T12:43:27Z,Нелегальное металлическое сооружение нашли в Смоленске,[],38878,"{'persons': [], 'organizations': [], 'locations': ['смоленск']}",[],[],['смоленск'],[]
[],2025-10-13T06:14:23Z,Золото продолжает бить рекорды,['Экономика'],66950,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-16T14:32:00Z,В Ульяновске сотрудники ФСБ пресекли незаконный вывод капитала за рубеж,[],55896,"{'persons': [], 'organizations': ['ФСБ'], 'locations': ['ульяновск']}",[],['ФСБ'],['ульяновск'],[]
['Политика'],2025-09-24T06:23:40Z,Минфин России предложил с 2026 года повысить НДС с 20 % до 22%,['Экономика'],3583,"{'persons': [], 'organizations': ['Минфин'], 'locations': ['россия']}",[],['Минфин'],['россия'],['RUS']
['Конфликт'],2025-09-24T04:48:05Z,Над Черным морем отразили атаку БПЛА,['Политический конфликт'],58012,"{'persons': [], 'organizations': [], 'locations': ['над черное море']}",[],[],['над черное море'],[]
[],2025-10-04T03:45:00Z,В выходные в Башкирии потеплеет до +16°,[],61882,"{'persons': [], 'organizations': [], 'locations': ['башкирия']}",[],[],['башкирия'],[]
['Политика'],2025-09-09T14:16:00Z,Пять музеев Петербурга пришлось закрыть из-за анонимных звонков,[],30975,"{'persons': [], 'organizations': [], 'locations': ['петербург']}",[],[],['петербург'],[]
"['Желтуха', 'Политика', 'Мигранты']",2025-10-02T11:06:40Z,"Массовая драка в школе Махачалы. Реакция главы Дагестана была жёсткой: ""Мужчина - не часть оголтелой стаи""",[],68497,"{'persons': [], 'organizations': [], 'locations': ['дагестан', 'махачалы']}",[],[],"['дагестан', 'махачалы']",[]
"['Политика', 'Конфликт']",2025-09-08T01:10:00Z,"Трамп заявил, что недоволен ситуацией вокруг Украины","['Политика', 'Политический конфликт']",41071,"{'persons': ['Трамп'], 'organizations': [], 'locations': ['украина']}",['Трамп'],[],['украина'],['UKR']
['Желтуха'],2025-09-18T09:32:12Z,«Так не должно быть»: американка сочувствует россиян — здравый смысл восторжествовал?,['Спорт'],16436,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Желтуха'],2025-09-18T09:29:49Z,Пить можно! Безопасна ли вода из-под крана — и нужно ли её фильтровать? Рассказал эколог,[],52961,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-11T10:02:16Z,Деликатесного моллюска собрались добывать из Азовского моря,[],2675,"{'persons': [], 'organizations': [], 'locations': ['деликатесный', 'азовское море']}",[],[],"['деликатесный', 'азовское море']",[]
"['Желтуха', 'Мигранты']",2025-09-03T09:53:18Z,Заманил в гаражи. Суд вынес приговор растлителю 11-летней девочки,[],66947,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-02T04:29:49Z,Всё лучшее – детям!,[],45187,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-16T12:05:51Z,В Дагестане две семьи госпитализировали с ботулизмом,[],77484,"{'persons': [], 'organizations': [], 'locations': ['дагестан']}",[],[],['дагестан'],[]
[],2025-10-16T12:02:49Z,Geely Motors отметил единичные обращения из-за некорректной работы двигателей,[],91391,"{'persons': [], 'organizations': ['Geely Motors'], 'locations': []}",[],['Geely Motors'],[],[]
['Желтуха'],2025-10-16T12:06:00Z,Наташа Королева наживается на Игоре Николаеве: правда вскрылась случайно,[],94078,"{'persons': ['Игор Николаев', 'Наташа Королева'], 'organizations': [], 'locations': []}","['Игор Николаев', 'Наташа Королева']",[],[],[]
[],2025-10-25T02:34:46Z,"В Приморье женщина обманывала сожителя, притворяясь беременной",[],50020,"{'persons': [], 'organizations': [], 'locations': ['приморье']}",[],[],['приморье'],[]
['Политика'],2025-10-25T02:36:28Z,В аэропорту Геленджика сняли ограничения на полеты,[],44455,"{'persons': [], 'organizations': [], 'locations': ['геленджик']}",[],[],['геленджик'],[]
[],2025-10-23T11:19:37Z,Актер Жигунов сообщил об отмене творческой встречи из-за смерти близкого,[],56879,"{'persons': ['Жигунов'], 'organizations': [], 'locations': []}",['Жигунов'],[],[],[]
['Политика'],2025-09-18T21:43:11Z,"Стало известно, когда ЕК может представить предложения по новому пакету санкций против РФ",['Политика'],89324,"{'persons': [], 'organizations': ['ЕК'], 'locations': ['рф']}",[],['ЕК'],['рф'],['RUS']
[],2025-10-10T10:44:53Z,На Украине Спасо-Преображенский храм УПЦ незаконно передали ПЦУ,[],14607,"{'persons': [], 'organizations': ['Спасо-Преображенский храм', 'ПЦУ', 'УПЦ'], 'locations': ['украина']}",[],"['Спасо-Преображенский храм', 'ПЦУ', 'УПЦ']",['украина'],['UKR']
[],2025-10-10T08:31:32Z,Екатеринбург занимает четвертое место среди миллионников по дороговизне проезда,[],29422,"{'persons': [], 'organizations': [], 'locations': ['екатеринбург']}",[],[],['екатеринбург'],[]
